 # Code Version:  2.10
 # Data processed on: 2024-12-19
 # GW saved to: Data/D25-3D_Zaxis.dat
 # Observer's direction (theta, phi):  0.00 Pi, 0.00 Pi
  
 # The following quantities are given in cgs units except otherwise specified
 # post-bounce time (ms), D*h_plus, D*h_cross, Real(A22), Im(A22), Real(A21), 
 # Im(A21), Real(A20), Im(A20), Real(A2-1), Im(A2-1), Real(A2-2), Im(A2-2), 
 # dEdt (10^42 ergs/s), E_total (10^45 ergs), dEdt_25 (10^42 ergs/s)
  0.18004873E+01 -0.54957495E+00  0.27369475E-01 -0.12321451E+01 -0.61362267E-01  0.61362267E-01  0.11926845E-05  0.10060423E+01  0.00000000E+00 -0.61362267E-01  0.11926845E-05 -0.12321451E+01  0.61362267E-01  0.57643677E-03  0.19390140E-06
  0.20001131E+01 -0.35574751E+00 -0.10095437E+00 -0.79758468E+00  0.22633933E+00 -0.22633933E+00 -0.71436288E-03  0.65122516E+00  0.00000000E+00  0.22633933E+00 -0.71436288E-03 -0.79758468E+00 -0.22633933E+00  0.56605549E-01  0.20521488E-06
  0.22002175E+01 -0.35529409E+00 -0.10006313E+00 -0.79656810E+00  0.22434120E+00 -0.22434120E+00 -0.13153253E-02  0.65039513E+00  0.00000000E+00  0.22434120E+00 -0.13153253E-02 -0.79656810E+00 -0.22434120E+00  0.27111503E-01  0.21063915E-06
  0.24002591E+01 -0.35491561E+00 -0.10255789E+00 -0.79571956E+00  0.22993443E+00 -0.22993443E+00  0.87476231E-03  0.64970230E+00  0.00000000E+00  0.22993443E+00  0.87476231E-03 -0.79571956E+00 -0.22993443E+00  0.54355029E-02  0.21172696E-06
  0.26004782E+01 -0.35384951E+00 -0.10448044E+00 -0.79332935E+00  0.23424477E+00 -0.23424477E+00  0.70143509E-03  0.64775070E+00  0.00000000E+00  0.23424477E+00  0.70143509E-03 -0.79332935E+00 -0.23424477E+00  0.16091482E-01  0.21494498E-06
  0.28002240E+01 -0.35338398E+00 -0.10584574E+00 -0.79228563E+00  0.23730577E+00 -0.23730577E+00  0.64375099E-04  0.64689851E+00  0.00000000E+00  0.23730577E+00  0.64375099E-04 -0.79228563E+00 -0.23730577E+00  0.10978218E-02  0.21516439E-06
  0.30002089E+01 -0.35342279E+00 -0.10634986E+00 -0.79237265E+00  0.23843601E+00 -0.23843601E+00 -0.41841861E-03  0.64696956E+00  0.00000000E+00  0.23843601E+00 -0.41841861E-03 -0.79237265E+00 -0.23843601E+00  0.15539843E-02  0.21547512E-06
  0.32001304E+01 -0.35396949E+00 -0.10678122E+00 -0.79359836E+00  0.23940313E+00 -0.23940313E+00 -0.13885792E-02  0.64797035E+00  0.00000000E+00  0.23940313E+00 -0.13885792E-02 -0.79359836E+00 -0.23940313E+00  0.71667761E-02  0.21690981E-06
  0.34005812E+01 -0.35391195E+00 -0.10615045E+00 -0.79346934E+00  0.23798893E+00 -0.23798893E+00 -0.12626371E-03  0.64786500E+00  0.00000000E+00  0.23798893E+00 -0.12626371E-03 -0.79346934E+00 -0.23798893E+00  0.22067198E-01  0.22132275E-06
  0.36000851E+01 -0.35400580E+00 -0.10387268E+00 -0.79367976E+00  0.23288218E+00 -0.23288218E+00  0.13689094E-02  0.64803681E+00  0.00000000E+00  0.23288218E+00  0.13689094E-02 -0.79367976E+00 -0.23288218E+00  0.24858994E-01  0.22628752E-06
  0.38000156E+01 -0.35588501E+00 -0.10346952E+00 -0.79789295E+00  0.23197830E+00 -0.23197830E+00  0.19814612E-02  0.65147686E+00  0.00000000E+00  0.23197830E+00  0.19814612E-02 -0.79789295E+00 -0.23197830E+00  0.19926801E-01  0.23027304E-06
  0.40001011E+01 -0.35481633E+00 -0.10593190E+00 -0.79549697E+00  0.23749894E+00 -0.23749894E+00  0.58494018E-03  0.64952055E+00  0.00000000E+00  0.23749894E+00  0.58494018E-03 -0.79549697E+00 -0.23749894E+00  0.41778643E-01  0.23863185E-06
  0.42001632E+01 -0.35158027E+00 -0.10873922E+00 -0.78824172E+00  0.24379295E+00 -0.24379295E+00 -0.38532886E-02  0.64359667E+00  0.00000000E+00  0.24379295E+00 -0.38532886E-02 -0.78824172E+00 -0.24379295E+00  0.28808548E-01  0.24440075E-06
  0.44006002E+01 -0.35539498E+00 -0.10798182E+00 -0.79679430E+00  0.24209486E+00 -0.24209486E+00 -0.39789592E-02  0.65057982E+00  0.00000000E+00  0.24209486E+00 -0.39789592E-02 -0.79679430E+00 -0.24209486E+00  0.14828749E+00  0.27406069E-06
  0.46001961E+01 -0.35242518E+00 -0.10976879E+00 -0.79013601E+00  0.24610123E+00 -0.24610123E+00 -0.11706979E-02  0.64514335E+00  0.00000000E+00  0.24610123E+00 -0.11706979E-02 -0.79013601E+00 -0.24610123E+00  0.44674976E+00  0.36332111E-06
  0.48001994E+01 -0.34221498E+00 -0.11271312E+00 -0.76724478E+00  0.25270241E+00 -0.25270241E+00 -0.39048774E-02  0.62645274E+00  0.00000000E+00  0.25270241E+00 -0.39048774E-02 -0.76724478E+00 -0.25270241E+00  0.50408522E-01  0.37340027E-06
  0.50000949E+01 -0.34259830E+00 -0.11197975E+00 -0.76810419E+00  0.25105820E+00 -0.25105820E+00 -0.65040802E-02  0.62715444E+00  0.00000000E+00  0.25105820E+00 -0.65040802E-02 -0.76810419E+00 -0.25105820E+00  0.54500540E-01  0.38430755E-06
  0.52004627E+01 -0.35022292E+00 -0.11067186E+00 -0.78519855E+00  0.24812593E+00 -0.24812593E+00  0.22357979E-02  0.64111193E+00  0.00000000E+00  0.24812593E+00  0.22357979E-02 -0.78519855E+00 -0.24812593E+00  0.18486803E+00  0.42129389E-06
  0.54002327E+01 -0.35464154E+00 -0.10533464E+00 -0.79510510E+00  0.23615989E+00 -0.23615989E+00  0.72331804E-02  0.64920059E+00  0.00000000E+00  0.23615989E+00  0.72331804E-02 -0.79510510E+00 -0.23615989E+00  0.10550999E+00  0.44240446E-06
  0.56006251E+01 -0.35338090E+00 -0.98266249E-01 -0.79227874E+00  0.22031258E+00 -0.22031258E+00  0.30973637E-02  0.64689288E+00  0.00000000E+00  0.22031258E+00  0.30973637E-02 -0.79227874E+00 -0.22031258E+00  0.11314206E+00  0.46504343E-06
  0.58004193E+01 -0.35409955E+00 -0.92715802E-01 -0.79388995E+00  0.20786850E+00 -0.20786850E+00  0.66688479E-03  0.64820843E+00  0.00000000E+00  0.20786850E+00  0.66688479E-03 -0.79388995E+00 -0.20786850E+00  0.49040217E-01  0.47484038E-06
  0.60001730E+01 -0.35595534E+00 -0.88140316E-01 -0.79805062E+00  0.19761028E+00 -0.19761028E+00  0.27505875E-03  0.65160560E+00  0.00000000E+00  0.19761028E+00  0.27505875E-03 -0.79805062E+00 -0.19761028E+00  0.49217219E-01  0.48468556E-06
  0.62004897E+01 -0.35571923E+00 -0.83808448E-01 -0.79752126E+00  0.18789825E+00 -0.18789825E+00  0.76315264E-03  0.65117339E+00  0.00000000E+00  0.18789825E+00  0.76315264E-03 -0.79752126E+00 -0.18789825E+00  0.40707090E-01  0.49282663E-06
  0.64001560E+01 -0.35508207E+00 -0.76947504E-01 -0.79609276E+00  0.17251603E+00 -0.17251603E+00 -0.11596639E-01  0.65000701E+00  0.00000000E+00  0.17251603E+00 -0.11596639E-01 -0.79609276E+00 -0.17251603E+00  0.30432477E+00  0.55368151E-06
  0.66004235E+01 -0.35518911E+00 -0.71507724E-01 -0.79633273E+00  0.16032007E+00 -0.16032007E+00 -0.19651422E-01  0.65020295E+00  0.00000000E+00  0.16032007E+00 -0.19651422E-01 -0.79633273E+00 -0.16032007E+00  0.13066540E-01  0.55629790E-06
  0.68006281E+01 -0.35642078E+00 -0.69926993E-01 -0.79909414E+00  0.15677607E+00 -0.15677607E+00 -0.16338439E-01  0.65245763E+00  0.00000000E+00  0.15677607E+00 -0.16338439E-01 -0.79909414E+00 -0.15677607E+00  0.13706024E-01  0.55903723E-06
  0.70001505E+01 -0.36135635E+00 -0.69750750E-01 -0.81015966E+00  0.15638094E+00 -0.15638094E+00 -0.62690672E-02  0.66149260E+00  0.00000000E+00  0.15638094E+00 -0.62690672E-02 -0.81015966E+00 -0.15638094E+00  0.19809608E+00  0.59861885E-06
  0.72002485E+01 -0.36431697E+00 -0.69984244E-01 -0.81679737E+00  0.15690443E+00 -0.15690443E+00  0.14111811E-02  0.66691226E+00  0.00000000E+00  0.15690443E+00  0.14111811E-02 -0.81679737E+00 -0.15690443E+00  0.14698152E-01  0.60155944E-06
  0.74002813E+01 -0.36320369E+00 -0.68933290E-01 -0.81430139E+00  0.15454819E+00 -0.15454819E+00 -0.34582993E-02  0.66487430E+00  0.00000000E+00  0.15454819E+00 -0.34582993E-02 -0.81430139E+00 -0.15454819E+00  0.51687560E-02  0.60259318E-06
